PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,PARK_FACIL,BUILDTYPE,STREET,SALES_PRICE
P00418,Anna Nagar,1711,99,1,1,No,Others,Gravel,14106990
P02718,KK Nagar,1583,62,2,1,No,Others,Gravel,10848760
P02207,Adyar,1274,77,2,2,Yes,House,Paved,10736530
P03691,Karapakkam,1356,158,2,2,No,House,Gravel,6683750
P02292,Chrompet,1144,166,1,1,Yes,House,No Access,8969400
P02961,Chrompet,1129,49,1,1,No,Others,No Access,9117330
P08587,Adyar,695,86,1,1,Yes,Commercial,No Access,9132865
P04740,Chrompet,867,108,1,1,Yes,House,No Access,8325850
P08126,KK Nagar,1501,35,2,1,No,House,Gravel,9155320
P02606,Velachery,1896,72,3,2,Yes,Others,No Access,11606300
P02611,Karapakkam,1449,46,2,2,No,House,No Access,5464000
P09066,Anna Nagar,1700,168,1,1,No,Others,No Access,11926600
P09914,Velachery,1829,2,3,2,No,House,No Access,8669050
P00367,Chrompet,1178,4,1,1,Yes,Others,Paved,10285360
P06911,KK Nagar,1460,118,2,1,No,House,Paved,9213320
P04927,Anna Nagar,1807,83,2,1,Yes,House,Paved,13308490
P01465,Adyar,1103,193,1,1,Yes,Commercial,Gravel,13089560
P07042,Chrompet,992,195,1,1,No,House,Gravel,8611350
P03869,Adyar,1268,114,2,2,No,House,Paved,9952510
P01112,Anna Nagar,1890,101,2,1,No,House,No Access,11505040
P03405,Karapakkam,670,163,1,1,No,House,Gravel,5136000
P01663,Karapakkam,1236,159,1,1,Yes,House,Gravel,7416000
P05366,Karapakkam,1256,22,1,1,No,House,Paved,6081000
P08415,Chrompet,1071,60,1,1,Yes,Commercial,Gravel,14402200
P00334,Chrompet,1217,87,2,1,Yes,Others,Gravel,11863790
P06348,Karapakkam,1488,146,2,2,Yes,House,Gravel,6997500
P05687,KK Nagar,2162,85,3,2,Yes,Commercial,Paved,17248780
P08429,Velachery,1623,15,2,1,Yes,Commercial,Gravel,13518220
P00903,Anna Nagar,1585,135,1,1,No,Commercial,Paved,17934280
P02871,KK Nagar,2237,4,4,2,No,House,Gravel,12183080
P01627,Karapakkam,1662,100,2,2,No,House,No Access,8532500
P03975,Adyar,819,44,1,1,No,Commercial,No Access,10569040
P02244,KK Nagar,2348,49,4,2,No,Others,Gravel,12021160
P07745,Adyar,604,105,1,1,Yes,Others,Gravel,9000305
P08650,T Nagar,1849,39,2,1,No,House,Paved,12412950
P03491,Karapakkam,1617,53,2,2,Yes,Others,Gravel,10281375
P07626,KK Nagar,1733,148,2,1,No,Commercial,Gravel,14773100
P01164,Chrompet,802,150,1,1,Yes,Others,No Access,7178990
P06384,Adyar,1081,158,1,1,No,Commercial,Paved,10970740
P02722,Adyar,1243,21,2,2,Yes,House,No Access,8270125
P05954,Karapakkam,1430,146,2,2,No,House,Paved,7514750
P03055,KK Nagar,1707,118,2,1,No,Others,Paved,9737060
P04783,KK Nagar,1317,3,1,1,No,Commercial,Gravel,11665400
P03785,Karapakkam,1128,20,1,1,Yes,Others,Paved,5441000
P02876,KK Nagar,2458,172,4,2,No,House,Gravel,11375820
P05765,Chrompet,1091,144,1,1,No,Others,No Access,7697920
P03105,Velachery,1795,69,2,1,Yes,Others,Gravel,11809800
P07867,KK Nagar,2481,129,4,2,Yes,House,Gravel,14276060
P01742,Chrompet,1095,81,1,1,Yes,Commercial,Gravel,13888700
P01114,T Nagar,1759,17,1,1,No,House,Paved,11863220
P08076,Anna Nagar,1774,7,1,1,Yes,House,Gravel,13785170
P05718,KK Nagar,2314,27,4,2,Yes,Others,Paved,14159480
P00870,Anna Nagar,1695,98,1,1,Yes,House,No Access,11994050
P06534,Chrompet,1099,184,1,1,No,Commercial,Gravel,13266650
P03889,T Nagar,1547,117,1,1,Yes,House,Gravel,13597890
P01444,Adyar,927,175,1,1,No,Commercial,Paved,10431690
P06288,Anna Nagar,1966,176,2,1,No,House,No Access,11752460
P04273,KK Nagar,1541,35,2,1,No,Commercial,Gravel,13945940
P10014,Velachery,1978,20,3,2,Yes,Others,No Access,10699280
P04027,Karapakkam,1208,36,1,1,Yes,Commercial,Gravel,10895000
P06400,Karapakkam,659,16,1,1,No,House,Gravel,5882500
P08718,T Nagar,1834,159,2,1,No,House,Paved,13990830
P03854,Chrompet,792,131,1,1,Yes,Others,Paved,8344040
P00393,Chrompet,1262,189,2,1,No,Others,Paved,10773390
P01388,Chrompet,767,48,1,1,Yes,Others,Gravel,8320290
P05201,Karapakkam,1225,186,1,1,No,Others,No Access,4243125
P02896,Chrompet,732,96,1,1,Yes,House,Gravel,7978600
P03229,Karapakkam,1647,170,2,2,Yes,Others,Gravel,11117625
P04366,KK Nagar,1344,163,2,1,Yes,House,Paved,8991380
P03237,Adyar,807,68,1,1,Yes,Others,Paved,7081160
P02185,Karapakkam,631,46,1,1,Yes,Commercial,Gravel,8269500
P07814,T Nagar,1775,117,1,1,Yes,House,Paved,12397590
P06438,Adyar,753,22,1,1,Yes,House,No Access,5716935
P01867,KK Nagar,1952,9,3,2,Yes,House,Gravel,11148980
P06843,Chrompet,1021,4,1,1,Yes,House,Gravel,9320800
P09199,Chrompet,1126,194,1,1,Yes,House,Gravel,9282050
P05402,KK Nagar,2397,5,4,2,Yes,House,Gravel,12753880
P08732,Chrompet,1059,199,1,1,Yes,Commercial,Gravel,14246650
P05264,KK Nagar,1625,82,2,1,Yes,House,Gravel,9902600
P03274,Karapakkam,1080,12,1,1,Yes,Commercial,Gravel,10254500
P01815,KK Nagar,2254,195,4,2,Yes,Others,Paved,12428040
P09948,Velchery,1696,189,2,1,No,Commercial,Gravel,13594630
P07356,Velachery,1943,68,3,2,No,Others,Gravel,10774250
P04005,KK Nagar,1499,85,2,1,No,Commercial,Paved,13324620
P09624,Velachery,1782,179,2,1,Yes,Commercial,Gravel,14471520
P05035,Anna Nagar,1505,174,1,1,No,Commercial,No Access,17242780
P05119,KK Nagar,2050,191,3,2,Yes,Commercial,Gravel,16814260
P00925,Anna Nagar,1665,40,1,1,Yes,House,Gravel,12639580
P05852,Karapakkam,1391,115,2,2,Yes,House,Paved,6642000
P00683,Anna Nagar,1797,24,1,1,Yes,House,Gravel,13049510
P00288,T Nagar,1514,185,1,1,No,Commercial,No Access,16835310
P08122,Adyar,786,118,1,1,Yes,Others,Gravel,10371250
P02132,Velachery,1991,48,3,2,Yes,Commercial,No Access,13805110
P01756,Velachery,1814,196,3,2,No,Commercial,Gravel,13975040
P03922,Karapakkam,504,130,1,1,No,Others,Gravel,3454000
P03454,Adyar,1215,125,2,2,Yes,Commercial,Gravel,16693265
P02090,T Nagar,1934,183,2,1,No,House,Gravel,14154820
P03551,KK Nagar,1691,170,2,1,Yes,Commercial,Paved,14691200
P00661,Chrompt,1294,12,2,1,Yes,Commercial,Paved,15704500
P06259,KK Nagar,2268,194,4,2,No,Others,Gravel,11645200
P01676,Karapakam,615,61,1,1,No,Commercial,Paved,7284250
P04460,Karapakkam,1640,15,2,2,Yes,Others,Gravel,10169750
P01838,Chrompet,832,176,1,1,No,Others,Gravel,9252340
P08997,Anna Nagar,1919,5,2,1,No,House,No Access,12308240
P09584,Velachery,1788,164,2,1,No,Others,Gravel,9689440
P08992,T Nagar,1674,127,1,1,Yes,Others,Gravel,13280420
P09009,Chrompet,723,12,1,1,No,Others,Paved,7603010
P09109,Adyar,990,167,1,1,No,Commercial,Gravel,10631860
P08159,KK Nagar,2219,73,3,2,No,Commercial,Gravel,17449820
P07581,Adyar,1167,193,1,1,No,House,Paved,7904525
P02815,T Nagar,1566,85,1,1,No,Commercial,No Access,17187060
P00160,Chrompet,1053,195,1,1,Yes,Others,No Access,10137210
P09919,Velachery,1781,9,2,1,No,Commercial,Gravel,13206150
P07614,KK Nagar,2470,188,4,2,No,Others,Gravel,12792980
P03000,Velachery,1612,21,2,1,No,Others,Gravel,8690980
P04081,KK Nagar,1418,73,2,1,Yes,House,Paved,8878740
P05124,Chrompet,1032,192,1,1,Yes,House,Gravel,9629850
P03145,Karapakkam,1430,69,2,2,Yes,Commercial,Paved,12919750
P02616,Chrompet,812,51,1,1,Yes,Commercial,Gravel,12347950
P02582,Karapakkam,571,0,1,1,Yes,House,Paved,4627500
P08382,Velachery,1709,187,2,1,Yes,Commercial,Paved,13822920
P01208,Chrompet,1128,141,1,1,No,Commercial,No Access,12072650
P05410,KK Nagar,1731,156,2,1,No,Others,Gravel,11270960
P05711,Velachery,1620,170,2,1,Yes,Commercial,No Access,13957610
P05571,Velachery,1581,140,2,1,Yes,Commercial,No Access,13356200
P00182,Anna Nagar,1672,132,1,1,Yes,Others,Paved,14477850
P00430,Chrompet,1266,86,2,1,Yes,House,Paved,9077550
P00345,Chrompet,1298,34,2,1,Yes,Others,Gravel,11998010
P08913,T Nagar,1952,105,2,1,Yes,House,Paved,13942350
P03250,KK Nagar,2386,169,4,2,Yes,Others,Paved,12941380
P08499,Chrompet,1058,61,1,1,Yes,House,Paved,8598500
P06103,Adyar,987,95,1,1,Yes,House,Paved,9200725
P02426,Karapakkam,1256,198,1,1,No,Commercial,No Access,9393000
P03004,KK Nagar,1824,143,3,2,No,Commercial,Paved,15122540
P02851,Velachery,1752,70,2,1,Noo,Others,No Access,8535580
P06466,Adyar,796,68,1,1,Yes,Commercial,No Access,9737150
P01347,Chrompet,1031,40,1,1,No,Others,Paved,9241670
P01127,Chrompet,1114,60,1,1,Yes,House,Paved,9688300
P08151,Anna Nagar,1567,179,1,1,No,Others,No Access,11630020
P08665,Adyar,1282,164,2,2,Yes,Others,Gravel,9301605
P00898,Chrompet,957,81,1,1,Yes,Others,No Access,8292190
P00873,T Nagar,1510,14,1,1,No,Commercial,Paved,16300260
P06585,Karapakkam,1005,150,1,1,Yes,Others,Paved,7525375
P09977,Velachery,1824,123,3,2,No,House,No Access,6911070
P09558,Chrompet,837,172,1,1,Yes,Commercial,No Access,10563700
P05338,Adyar,1103,44,1,1,No,House,Paved,7693965
P04676,Karapakkam,1386,97,2,2,No,Others,Paved,8418500
P09629,Velachery,1588,80,2,1,Yes,Commercial,No Access,11516250
P00248,Chrompet,792,59,1,1,No,Commercial,Paved,10567050
P07587,Chrompet,1241,152,2,1,Yes,House,No Access,8939050
P06925,KK Nagar,1571,1,2,1,Yes,Others,Paved,11648840
P04736,Chrompet,770,132,1,1,No,Commercial,No Access,8883750
P01168,Anna Nagar,1707,133,1,1,No,Commercial,No Access,17363590
P01036,T Nagar,1840,55,2,1,Yes,House,Gravel,14477820
P05742,Karapakkam,972,35,1,1,No,Others,Gravel,6399750
P04814,Adyar,1000,33,1,1,No,Others,No Access,8348770
P09345,T Nagar,1888,152,2,1,Yes,House,Gravel,13764960
P04658,Karapakkam,557,29,1,1,Yes,Others,No Access,3210125
P09168,Chrompet,1180,16,1,1,No,Others,Gravel,8889850
P08114,Chrompet,1219,124,2,1,Yes,Others,No Access,9951030
P06545,Karapakkam,943,145,1,1,Yes,Commercial,Paved,8776500
P02823,Chrompet,1133,96,1,1,Yes,House,Gravel,9468000
P01447,Adyar,1153,178,1,1,Yes,House,Gravel,8350260
P09739,Velachery,1618,30,2,1,Yes,Commercial,Gravel,16354300
P01843,Karapakkam,1246,31,1,1,Yes,Commercial,No Access,7957500
P06399,KK Nagar,2389,109,4,2,No,Commercial,Paved,18402940
P07641,KK Nagar,2227,163,4,2,No,House,Paved,11820720
P00639,Anna Nagar,1853,42,2,1,Yes,House,Gravel,13761350
P00623,Chrompet,926,13,1,1,No,Commercial,Gravel,11939850
P03098,T Nagar,1517,191,1,1,No,Others,No Access,11712660
P06907,KK Nagar,1721,61,2,1,No,House,Paved,9225240
P03409,Karapakkam,1231,126,1,1,No,House,Gravel,5711000
P03882,Karapakkam,1090,34,1,1,Yes,House,No Access,4876500
P09271,Velachery,1590,56,2,1,Yes,Commercial,No Access,13925230
P02726,Karapakkam,1353,183,2,2,Yes,Others,Paved,7507375
P08473,Anna Nagar,1610,185,1,1,Yes,Others,Gravel,13545830
P05439,T Nagar,1883,148,2,1,Yes,Others,Paved,14866620
P07703,Chrompet,1029,178,1,1,Yes,Commercial,Gravel,13376150
P09401,Chrompet,1285,187,2,1,Yes,House,Gravel,11819950
P04975,Adyar,1210,175,2,2,Yes,Commercial,No Access,12495925
P03966,Karapakkam,774,153,1,1,No,House,Gravel,4182250
P01976,Chrompet,940,135,1,1,No,Others,Gravel,9064800
P09578,Velachery,1893,70,3,2,Yes,Others,Paved,9995770
P09409,Chrompet,857,29,1,1,No,House,Gravel,7377300
P07313,T Nagar,1563,114,1,1,No,Others,No Access,11277710
P07940,Velachery,1634,73,2,1,No,Others,Paved,9643920
P07526,KK Nagar,1483,161,2,1,No,House,Paved,8756780
P09039,T Nagar,1902,173,2,1,Yes,Commercial,Gravel,21789460
P00470,T Nagar,1638,4,1,1,Yes,Others,Gravel,13906030
P09117,Anna Nagar,1877,4,2,1,Yes,Commercial,Gravel,21810920
P06554,Chrompet,751,162,1,1,Yes,Others,No Access,8484620
P07809,KK Nagar,1873,130,3,2,No,Commercial,Gravel,15494260
P08798,Chrompet,1021,73,1,1,Yes,House,No Access,8387750
P02587,Karapakkam,1448,93,2,2,Yes,Commercial,Gravel,13435000
P05104,Karapakkam,720,34,1,1,No,Others,Gravel,6352250
P02800,Anna Nagar,1514,151,1,1,No,Others,Gravel,12279230
P04444,KK Nagar,2347,90,4,2,No,Others,Gravel,12885880
P04283,KK Nagar,1816,170,3,2,Yes,House,Paved,10764320
P08433,Velachery,1615,29,2,1,Yes,Others,Paved,8092310
P09651,Velachery,1941,138,3,2,No,Others,Gravel,11014650
P06302,KK Nagar,2227,51,4,2,Yes,House,Paved,12334760
P00051,Chrompet,1119,13,1,1,Yes,Commercial,No Access,13267150
P05634,Chrompet,885,16,1,1,No,Others,Paved,8414700
P04490,Karapakkam,1417,29,2,2,Yes,Commercial,Paved,12304750
P08395,Adyar,1278,175,2,2,Yes,House,No Access,9448455
P03789,Chrompet,1050,14,1,1,Yes,Others,Gravel,11284700
P03110,T Nagar,1706,29,1,1,Yes,Others,Paved,13094870
P04226,Karapakkam,774,111,1,1,No,Commercial,Gravel,6353750
P00675,Anna Nagar,1751,183,1,1,Yes,House,Paved,13331980
P05435,Karapakkam,729,161,1,1,Yes,Others,Gravel,6678875
P03988,Chrompet,1142,59,1,1,Yes,House,Paved,10065600
P08884,Velachery,1668,192,2,1,Yes,House,Paved,9150510
P00939,Chrompet,857,77,1,1,No,Commercial,Gravel,12232800
P09887,Velachery,1774,190,2,1,No,Commercial,Gravel,14103230
P05008,Chrompet,897,71,1,1,Yes,Others,Gravel,8957390
P06938,T Nagar,1838,139,2,1,No,Commercial,Paved,20241530
P08768,Adyar,1000,189,1,1,Yes,Others,Gravel,8080925
P02101,Karapakkam,1209,9,1,1,No,Others,No Access,6567375
P07685,Chrompet,858,135,1,1,Yes,Commercial,No Access,10335050
P04643,Adyar,767,191,1,1,Yes,House,No Access,9045605
P00851,T Nagar,1624,98,1,1,Yes,Others,Paved,13234330
P02233,Karapakkam,579,7,1,1,No,Others,Gravel,5032625
P03659,Adyar,881,182,1,1,Yes,Commercial,No Access,12724510
P07388,Chrompet,722,148,1,1,Yes,House,Paved,6888450
P06950,Velachery,1837,75,3,2,No,Others,Paved,11411760
P01356,Chormpet,1296,112,2,1,No,Others,Paved,9965620
P03005,Karapakkam,1624,28,2,2,No,House,Paved,7651250
P07644,Anna Nagar,1630,45,1,1,Yes,Others,Gravel,12938720
P04344,Chrompet,1257,183,2,1,No,Other,Gravel,9946290
P01068,Chrompet,1163,88,1,1,No,Commercial,No Access,12123250
P08282,Velachery,1652,120,2,1,Yes,Commercial,No Access,12039380
P02991,Velachery,1566,134,2,1,No,House,Gravel,6776450
P09178,Velachery,1669,2,2,1,No,Others,Paved,7193030
P03815,Karapakkam,1009,148,1,1,Yes,House,Gravel,5272250
P03393,Adyar,750,127,1,1,No,Others,Paved,6252365
P07295,KK Nagar,2149,46,3,2,No,House,Paved,11840340
P06730,Velachery,1818,77,3,2,Yes,Others,Gravel,9890560
P05106,KK Nagar,1623,123,2,1,No,Commercial,Paved,14485900
P04433,Anna Nagar,1602,51,1,1,Yes,House,Gravel,12359320
P00640,Chrompet,1143,106,1,1,No,Commercial,Paved,12716150
P03049,Adyar,865,75,1,1,No,House,Paved,4982055
P07616,Anna Nagar,1880,174,2,1,No,Commercial,Paved,20562600
P09093,Chrompet,721,73,1,1,No,Others,Gravel,8732470
P01708,T Nagar,1510,54,1,1,No,Others,No Access,10754410
P06961,Adyar,1025,46,1,1,Yes,Commercial,Paved,13168605
P04001,Karapakkam,762,87,1,1,Yes,House,Gravel,7675750
P01084,T Nagar,1609,105,1,1,No,Commercial,Paved,17720900
P07870,Chrompet,869,110,1,1,Yes,Commercial,Paved,12454750
P09259,Adyar,1109,104,1,1,Yes,Commercial,Gravel,12735905
P07908,Adyar,928,93,1,1,No,House,Gravel,6997335
P02497,Velachery,1747,51,2,1,Yes,Others,Gravel,9983410
P03774,T Nagar,1526,111,1,1,No,Commercial,Gravel,18546530
P07456,T Nagar,1922,25,2,1,Yes,House,Paved,13211540
P07360,KK Nagar,1366,3,2,1,No,House,Gravel,9808360
P03867,Karapakkam,731,46,1,1,No,House,Paved,3102500
P08830,T Nagar,1886,112,2,1,No,House,Gravel,12040960
P02438,Velachery,1754,33,2,1,Yes,Others,Gravel,11963590
P07651,Adyar,1236,22,2,2,No,Commercial,Gravel,13478895
P01057,Chrompet,1291,113,2,1,Yes,House,Gravel,10499650
P08681,Anna Nagar,1744,66,1,1,No,House,No Access,11667270
P09218,Adyar,933,139,1,1,No,House,Paved,9022165
P06824,Chrompet,747,78,1,1,No,House,No Access,6206700
P07986,Velachery,1574,138,2,1,Yes,House,Paved,8287180
P00909,Chrompet,1290,151,2,1,No,Commercial,Paved,13442250
P03222,Velachery,1574,111,2,1,No,Commercial,No Access,13113330
P02034,Karapakkam,932,86,1,1,Yes,Commercial,Paved,10095000
P02891,Karapakkam,1047,63,1,1,No,Commercial,Paved,8597500
P08463,Anna Nagar,1957,4,2,1,No,Others,Paved,13371220
P06270,Karapakkam,1511,77,2,2,Yes,House,Gravel,9268750
P04341,KK Nagar,1761,189,2,1,Yes,Commercial,Paved,14397160
P01895,KK Nagar,2287,137,4,2,No,House,Paved,12339780
P09165,Velachery,1749,177,2,1,No,Others,Paved,10236960
P02381,Karapakkam,1550,5,2,2,Yes,House,Paved,8566750
P08523,T Nagar,1766,156,1,1,No,Commercial,Paved,18658980
P09214,Anna Nagar,1540,85,1,1,Yes,Others,Gravel,13186470
P06547,Velachery,1874,45,3,2,No,House,NoAccess,9292000
P02714,Karapakkam,1454,25,2,2,No,House,No Access,7202750
P02457,KK Nagar,2461,198,4,2,No,House,Paved,11338920
P09925,Velachery,1528,194,2,1,Yes,Commercial,Paved,13642920
P04953,Adyar,823,134,1,1,No,Others,Gravel,7174375
P06544,KK Nagar,1389,164,2,1,No,Others,Gravel,9630040
P08901,Adyar,765,11,1,1,No,House,Gravel,8203665
P01887,Adyar,1244,180,2,2,Yes,Others,No Access,8661320
P01771,Velachery,1566,170,2,1,Yes,Others,Gravel,11548700
P05168,Anna Nagar,1539,69,1,1,No,House,Paved,11320960
P04660,Chrompet,1283,127,2,1,Yes,Commercial,Paved,15503650
P01672,Chrompet,1132,132,1,1,Yes,Commercial,No Access,13606450
P00224,Chrompet,948,17,1,1,No,House,No Access,8423350
P03754,Karapakkam,589,101,1,1,Yes,Others,Paved,6061625
P02369,Karapakkam,1025,84,1,1,No,Commercial,No Access,7688000
P00570,Chrompet,885,105,1,1,Yes,Commercial,No Access,10958500
P03137,Karapakkam,758,80,1,1,No,House,Gravel,6237500
P02994,Adyar,663,57,1,1,Yes,House,No Access,5426740
P04139,Velachery,1530,173,2,1,Yes,House,No Access,6752540
P09296,Velachery,1948,194,3,2,No,Others,Paved,10765530
P01801,Adyar,940,60,1,1,Yes,House,No Access,8871195
P02548,T Nagar,1532,41,1,1,No,House,Paved,10802190
P08101,Velachery,1894,194,3,2,Yes,Others,No Access,8917740
P05857,KK Nagar,1373,184,2,1,No,Others,Gravel,8638540
P03599,Velachery,1528,135,2,1,No,House,Gravel,7922150
P09935,Velachery,1826,44,3,2,No,Others,Gravel,9711430
P05967,Karapakkam,1132,163,1,1,No,House,No Access,5330500
P00850,T Nagar,1955,78,2,1,Yes,House,No Access,14862430
P03679,Karapakkam,1036,32,1,1,Yes,House,Gravel,8901750
P03319,T Nagar,1504,136,1,1,Yes,Commercial,Gravel,20362800
P03924,Anna Nagar,1826,160,2,1,Yes,Others,Paved,15779500
P06576,Karapakkam,1609,123,2,2,Yes,Commercial,No Access,11274750
P06635,Karapakkam,891,49,1,1,Yes,Commercial,Paved,7999750
P05387,Karapakkam,1665,117,2,2,No,Others,Gravel,7729125
P04672,Anna Nagar,1965,122,2,1,Yes,Others,No Access,14411150
P03054,Chrompet,1157,27,1,1,No,Commercial,No Access,12632900
P04443,KK Nagar,2064,101,3,2,No,Commercial,Gravel,16497820
P09502,Chrompet,1181,12,1,1,No,Others,Gravel,9847570
P07197,KK Nagar,1653,132,2,1,Yes,Others,Paved,10794060
P07077,KK Nagar,2282,72,4,2,No,House,Gravel,12171140
P06221,Karapakkam,1531,169,2,2,No,Commercial,Gravel,11451250
P03718,Anna Nagar,1629,164,1,1,No,Commercial,Gravel,19939120
P01320,Chrompet,1081,27,1,1,Yes,Others,Gravel,9778420
P06212,Karapakkam,1041,190,1,1,Yes,Commercial,No Access,9045250
P09202,Chrompet,1175,29,1,1,Yes,House,Paved,9758600
P04637,Chrompet,810,171,1,1,No,Commercial,Paved,9879950
P07764,KK Nagar,1722,197,2,1,No,House,Paved,9795980
P02441,Karapakkam,1475,86,2,2,No,House,Paved,8296250
P06673,Anna Nagar,1522,81,1,1,No,House,Paved,11295000
P01066,Anna Nagar,1556,181,,1,No,House,No Access,10797790
P08274,Chrompet,1286,156,2,1,Yes,Commercial,No Access,14962800
P05968,Velachery,1803,10,3,2,Yes,House,Paved,11546330
P02170,Chrompet,866,147,1,1,No,Commercial,No Access,10173350
P01928,Adyar,1178,121,1,1,Yes,House,Paved,8638785
P08048,Anna Nagar,1626,155,1,1,No,Others,Paved,12866410
P08368,Anna Nagar,1589,48,1,1,Yes,House,No Access,12025410
P00262,Chrompet,1165,68,1,1,No,House,No Access,7550250
P04108,Adyar,618,57,1,1,No,Commercial,Paved,8421940
P01294,Chrompet,1144,131,1,1,No,Others,Gravel,9341380
P08814,Adyar,1201,83,2,2,No,Commercial,Paved,14203140
P05227,Karapakkam,879,158,1,1,Yes,House,Paved,6313250
P05011,Anna Nagar,1501,78,1,1,Yes,Others,Gravel,13627030
P06744,Adyar,1289,181,2,2,Yes,Commercial,Gravel,17360470
P06535,KK Nagar,1741,11,2,1,Yes,Others,Paved,10458220
P04105,Karapakkam,1585,48,2,2,No,Commercial,Paved,11996750
P08400,Chrompet,897,104,1,1,Yes,House,Gravel,9162950
P09324,Chrompet,1172,77,1,1,Yes,House,No Access,9701600
P06429,Karapakkam,1321,193,1,1,Yes,Others,Paved,8527375
P03582,Karapakkam,798,21,1,1,No,Others,No Access,4517000
P05210,T Nagar,1808,123,2,1,No,Commercial,No Access,20487250
P01428,Chrompet,934,168,1,1,No,Others,Paved,7774580
P03431,Chrompet,961,161,1,1,Yes,Others,No Access,8637320
P07342,Adyar,962,15,1,1,No,Others,Paved,6374265
P07377,KK Nagar,1778,92,3,2,No,Others,Paved,10567300
P06555,Anna Nagar,1756,187,1,1,Yes,House,Paved,12368790
P03297,Karapakkam,1023,199,1,1,No,Others,Paved,4798625
P05282,Adyar,784,74,1,1,No,House,No Access,6611365
P07263,KK Nagar,1485,77,2,1,No,House,Paved,8195220
P02682,KK Nagar,2177,119,3,2,Yes,Others,Gravel,13553180
P04242,KK Nagar,2088,161,3,2,Yes,Others,Paved,12879720
P02936,Adyar,1181,156,1,1,Yes,Others,No Access,8418360
P05183,KK Nagar,1308,177,1,1,No,House,Gravel,9168580
P06148,Karapakkam,663,102,1,1,No,House,No Access,3815750
P05270,T Nagar,1975,0,2,1,Yes,House,No Access,13567150
P06683,Chrompet,749,180,1,1,No,Commercial,Gravel,9607900
P07079,Velachery,1727,73,2,1,Yes,House,Gravel,8269610
P04144,KK Nagar,2158,50,3,2,Yes,Others,Paved,13154100
P01387,Chrompet,1157,19,1,1,No,House,Gravel,9455100
P07485,T Nagar,1832,138,2,1,No,Commercial,Gravel,21686920
P09391,Chrompet,1138,23,1,1,Yes,Commercial,Gravel,13801050
P02880,Chrompet,770,191,1,1,No,House,No Access,6348750
P07122,T Nagar,1842,33,2,1,No,House,Gravel,13040160
P06966,T Nagar,1882,117,2,1,Yes,Commercial,No Access,19761890
P08119,Chrompet,757,155,1,1,Yes,Others,No Access,8854790
P05812,Velachery,1884,92,3,2,Yes,House,Paved,9955440
P03688,KK Nagar,1729,82,2,1,Yes,Others,Paved,10643500
P06592,Adyar,866,177,1,1,Yes,Others,Paved,6666735
P05319,Karapakkam,919,146,1,1,Yes,Commercial,Gravel,10589000
P05600,KK Nagar,1587,80,2,1,No,House,Paved,8983700
P00579,Chrompet,1282,109,2,1,Yes,Others,Gravel,11073340
P04203,Chrompet,928,79,1,1,No,Others,Paved,8454860
P08329,Chrompet,898,18,1,1,No,House,Paved,6802150
P02371,Adyar,692,118,1,1,Yes,Commercial,No Access,7814575
P01806,T Nagar,1972,175,2,1,Yes,Others,Paved,13941590
P02475,KK Nagar,2079,102,3,2,No,Others,Paved,10468580
P05550,KK Nagar,1486,128,2,1,No,Commercial,Paved,12616820
P08353,Anna Nagar,1742,9,1,1,Yes,Commercial,Paved,20982920
P00979,T Nagar,1936,103,2,1,Yes,House,Paved,13788080
P01981,Karapakkam,1214,145,1,1,No,Commercial,No Access,9985750
P02523,Karapakkam,1257,133,1,1,Yes,House,No Access,6660000
P06297,Karapakkam,841,118,1,1,Yes,House,No Access,5355750
P06085,KK Nagar,2255,181,4,2,No,Commercial,Paved,16982280
P09805,Velachery,1605,3,2,1,Yes,Commercial,Paved,13759280
P00390,Chrompet,1188,111,1,1,No,Commercial,Paved,12840300
P01110,Chrompet,1213,142,2,1,Yes,Others,No Access,10243060
P05907,Chrompet,731,89,1,1,Yes,Commercial,Paved,11029700
P06053,KK Nagar,1781,185,3,2,Yes,Commercial,Gravel,16174720
P00231,Chrompet,702,62,1,1,No,Commercial,Paved,8883050
P08790,Anna Nagar,1949,2,2,1,No,Others,Gravel,15476650
P05194,Anna Nagar,1857,71,2,1,No,Others,Gravel,14093160
P02555,KK Nagar,1904,73,3,2,No,Others,Paved,10782380
P01485,Karapakkam,1199,91,1,1,No,Commercial,Paved,7839500
P03383,Karapakkam,1228,141,1,1,Yes,Commercial,Gravel,11531000
P07012,Velachery,1786,37,2,1,Yes,Commercial,Gravel,17240870
P09579,Velachery,1953,106,3,2,Yes,Others,No Access,8916410
P05034,Karapakkam,1287,140,1,1,No,Commercial,Gravel,10931250
P07883,KK Nagar,1369,55,2,1,No,House,Paved,9103800
P03125,KK Nagar,1771,64,2,1,Yes,House,Gravel,11090200
P01412,Adyar,1082,100,1,1,Yes,House,Gravel,9177820
P06696,KK Nagar,1636,141,2,1,Yes,House,Paved,10056300
P06610,Karapakkam,602,0,1,1,No,Others,Paved,6560250
P06116,T Nagar,1854,29,2,1,No,House,No Access,11704830
P04702,Karapakkam,1655,89,2,2,Yes,Others,No Access,9837875
P04434,Adyar,698,140,1,1,No,Commercial,Gravel,9879040
P00790,Chrompt,1101,74,1,1,No,House,Gravel,8572650
P01681,Karapakkam,785,173,1,1,Yes,Others,Paved,6576375
P06609,Adyar,1135,172,1,1,Yes,House,Gravel,11046310
